"25-34","m","kaos","100-300k","murah","Jarang","Harga","Marketplace","Sering","Tidak tertarik","Ya","vibrant","minimalis"
"25-34","m","kaos","<100k","murah","Jarang","Harga","Marketplace","Sering","Tidak tertarik","Ya","vibrant","minimalis"
"25-34","m","jaket","100-300k","murah","Jarang","Harga","Marketplace","Sering","Tidak tertarik","Ya","vibrant","minimalis"
"25-34","m","aksesori","<100k","murah","Jarang","Harga","Marketplace","Sering","Tidak tertarik","Ya","vibrant","minimalis"
"25-34","m","kaos","300-600k","sedang","Jarang","Harga","Marketplace","Sering","Tidak tertarik","Ya","vibrant","minimalis"
"25-34","m","kaos-polo","<100k","murah","Jarang","Harga","Marketplace","Sering","Tidak tertarik","Ya","vibrant","minimalis"
"25-34","m","pakaian-pria","100-300k","murah","Jarang","Harga","Marketplace","Sering","Tidak tertarik","Ya","vibrant","minimalis"
"25-34","m","jaket","100-300k","murah","Jarang","Harga","Marketplace","Sering","Tidak tertarik","Ya","vibrant","minimalis"
"25-34","m","kaos","300-600k","sedang","Jarang","Harga","Marketplace","Sering","Tidak tertarik","Ya","vibrant","minimalis"
"25-34","f","pakaian-pria","100-300k","sedang","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","kasual"
"25-34","f","kaos","300-600k","sedang","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","kasual"
"25-34","f","kaos","300-600k","sedang","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","kasual"
"25-34","f","sweater","300-600k","sedang","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","kasual"
"25-34","f",\N,">600k","mahal","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","kasual"
"25-34","f","aksesori","<100k","murah","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","kasual"
"25-34","f","jaket","300-600k","sedang","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","kasual"
"25-34","f","pakaian-pria","100-300k","sedang","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","vintage"
"25-34","f","kaos","300-600k","sedang","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","vintage"
"25-34","f","kaos","300-600k","sedang","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","vintage"
"25-34","f","sweater","300-600k","sedang","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","vintage"
"25-34","f",\N,">600k","mahal","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","vintage"
"25-34","f","aksesori","<100k","murah","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","vintage"
"25-34","f","jaket","300-600k","sedang","Setiap minggu","Harga","Sosmed","Sering","Tidak tertarik","Tidak","vibrant","vintage"
"25-34","m","pakaian-wanita","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","bohemian"
"25-34","m","kaos","100-300k","murah","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","bohemian"
"25-34","m","pakaian-wanita","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","bohemian"
"25-34","m","kaos-kaki","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","bohemian"
"25-34","m","kaos-polo","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","bohemian"
"25-34","m","kaos-kaki","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","bohemian"
"25-34","m","kaos","<100k","murah","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","bohemian"
"25-34","m","jaket","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","bohemian"
"25-34","m","pakaian-wanita","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","formal"
"25-34","m","kaos","100-300k","murah","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","formal"
"25-34","m","pakaian-wanita","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","formal"
"25-34","m","kaos-kaki","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","formal"
"25-34","m","kaos-polo","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","formal"
"25-34","m","kaos-kaki","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","formal"
"25-34","m","kaos","<100k","murah","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","formal"
"25-34","m","jaket","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","formal"
"25-34","m","pakaian-wanita","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","kasual"
"25-34","m","kaos","100-300k","murah","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","kasual"
"25-34","m","pakaian-wanita","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","kasual"
"25-34","m","kaos-kaki","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","kasual"
"25-34","m","kaos-polo","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","kasual"
"25-34","m","kaos-kaki","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","kasual"
"25-34","m","kaos","<100k","murah","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","kasual"
"25-34","m","jaket","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","earth","kasual"
"25-34","m","pakaian-wanita","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","bohemian"
"25-34","m","kaos","100-300k","murah","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","bohemian"
"25-34","m","pakaian-wanita","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","bohemian"
"25-34","m","kaos-kaki","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","bohemian"
"25-34","m","kaos-polo","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","bohemian"
"25-34","m","kaos-kaki","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","bohemian"
"25-34","m","kaos","<100k","murah","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","bohemian"
"25-34","m","jaket","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","bohemian"
"25-34","m","pakaian-wanita","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","formal"
"25-34","m","kaos","100-300k","murah","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","formal"
"25-34","m","pakaian-wanita","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","formal"
"25-34","m","kaos-kaki","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","formal"
"25-34","m","kaos-polo","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","formal"
"25-34","m","kaos-kaki","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","formal"
"25-34","m","kaos","<100k","murah","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","formal"
"25-34","m","jaket","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","formal"
"25-34","m","pakaian-wanita","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","kasual"
"25-34","m","kaos","100-300k","murah","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","kasual"
"25-34","m","pakaian-wanita","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","kasual"
"25-34","m","kaos-kaki","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","kasual"
"25-34","m","kaos-polo","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","kasual"
"25-34","m","kaos-kaki","300-600k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","kasual"
"25-34","m","kaos","<100k","murah","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","kasual"
"25-34","m","jaket","100-300k","sedang","Setiap minggu","Harga","Sosmed","Kadang","Tertarik","Mungkin","vibrant","kasual"
"25-34","m","pakaian-pria","100-300k","sedang","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","netral","kasual"
"25-34","m","pakaian-pria","100-300k","murah","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","netral","kasual"
"25-34","m","kaos","100-300k","murah","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","netral","kasual"
"25-34","m","kaos-polo","100-300k","sedang","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","netral","kasual"
"25-34","m","pakaian-wanita","300-600k","sedang","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","netral","kasual"
"25-34","m","kaos","300-600k","sedang","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","netral","kasual"
"25-34","m","pakaian-wanita","300-600k","sedang","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","netral","kasual"
"25-34","m","pakaian-pria","100-300k","murah","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","netral","kasual"
"25-34","m","pakaian-pria","100-300k","sedang","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","pastel","kasual"
"25-34","m","pakaian-pria","100-300k","murah","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","pastel","kasual"
"25-34","m","kaos","100-300k","murah","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","pastel","kasual"
"25-34","m","kaos-polo","100-300k","sedang","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","pastel","kasual"
"25-34","m","pakaian-wanita","300-600k","sedang","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","pastel","kasual"
"25-34","m","kaos","300-600k","sedang","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","pastel","kasual"
"25-34","m","pakaian-wanita","300-600k","sedang","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","pastel","kasual"
"25-34","m","pakaian-pria","100-300k","murah","Setiap minggu","Merek","Marketplace","Sering","Tidak tertarik","Mungkin","pastel","kasual"
"25-34","m","jas","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","bohemian"
"25-34","m","kaos-polo","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","bohemian"
"25-34","m","kaos","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","bohemian"
"25-34","m","kaos","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","bohemian"
"25-34","m","pakaian-wanita","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","bohemian"
"25-34","m","celana","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","bohemian"
"25-34","m","kaos","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","bohemian"
"25-34","m","jas","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","minimalis"
"25-34","m","kaos-polo","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","minimalis"
"25-34","m","kaos","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","minimalis"
"25-34","m","kaos","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","minimalis"
"25-34","m","pakaian-wanita","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","minimalis"
"25-34","m","celana","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","minimalis"
"25-34","m","kaos","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","minimalis"
"25-34","m","jas","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","sporty"
"25-34","m","kaos-polo","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","sporty"
"25-34","m","kaos","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","sporty"
"25-34","m","kaos","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","sporty"
"25-34","m","pakaian-wanita","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","sporty"
"25-34","m","celana","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","sporty"
"25-34","m","kaos","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","earth","sporty"
"25-34","m","jas","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","bohemian"
"25-34","m","kaos-polo","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","bohemian"
"25-34","m","kaos","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","bohemian"
"25-34","m","kaos","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","bohemian"
"25-34","m","pakaian-wanita","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","bohemian"
"25-34","m","celana","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","bohemian"
"25-34","m","kaos","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","bohemian"
"25-34","m","jas","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","minimalis"
"25-34","m","kaos-polo","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","minimalis"
"25-34","m","kaos","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","minimalis"
"25-34","m","kaos","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","minimalis"
"25-34","m","pakaian-wanita","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","minimalis"
"25-34","m","celana","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","minimalis"
"25-34","m","kaos","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","minimalis"
"25-34","m","jas","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","sporty"
"25-34","m","kaos-polo","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","sporty"
"25-34","m","kaos","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","sporty"
"25-34","m","kaos","100-300k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","sporty"
"25-34","m","pakaian-wanita","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","sporty"
"25-34","m","celana","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","sporty"
"25-34","m","kaos","300-600k","sedang","Beberapa bulan","Trend","Web brand","Selalu","Agak tertarik","Mungkin","pastel","sporty"
"25-34","f","pakaian-wanita","300-600k","sedang","Jarang","Trend","Sosmed","Tak pernah","Agak tertarik","Mungkin","netral","minimalis"
"25-34","f","jas","100-300k","sedang","Jarang","Trend","Sosmed","Tak pernah","Agak tertarik","Mungkin","netral","minimalis"
"25-34","f","kaos-kaki","300-600k","sedang","Jarang","Trend","Sosmed","Tak pernah","Agak tertarik","Mungkin","netral","minimalis"
"25-34","f","pakaian-wanita","300-600k","sedang","Jarang","Trend","Sosmed","Tak pernah","Agak tertarik","Mungkin","netral","sporty"
"25-34","f","jas","100-300k","sedang","Jarang","Trend","Sosmed","Tak pernah","Agak tertarik","Mungkin","netral","sporty"
"25-34","f","kaos-kaki","300-600k","sedang","Jarang","Trend","Sosmed","Tak pernah","Agak tertarik","Mungkin","netral","sporty"
"25-34","f","pakaian-wanita","300-600k","sedang","Jarang","Trend","Sosmed","Tak pernah","Agak tertarik","Mungkin","putih","minimalis"
"25-34","f","jas","100-300k","sedang","Jarang","Trend","Sosmed","Tak pernah","Agak tertarik","Mungkin","putih","minimalis"
"25-34","f","kaos-kaki","300-600k","sedang","Jarang","Trend","Sosmed","Tak pernah","Agak tertarik","Mungkin","putih","minimalis"
"25-34","f","pakaian-wanita","300-600k","sedang","Jarang","Trend","Sosmed","Tak pernah","Agak tertarik","Mungkin","putih","sporty"
"25-34","f","jas","100-300k","sedang","Jarang","Trend","Sosmed","Tak pernah","Agak tertarik","Mungkin","putih","sporty"
"25-34","f","kaos-kaki","300-600k","sedang","Jarang","Trend","Sosmed","Tak pernah","Agak tertarik","Mungkin","putih","sporty"
"25-34","m","pakaian-pria","100-300k","murah","Setiap bulan","Harga","Marketplace","Tak pernah","Tertarik","Ya","pastel","vintage"
"25-34","m","jaket","100-300k","murah","Setiap bulan","Harga","Marketplace","Tak pernah","Tertarik","Ya","pastel","vintage"
"25-34","m","kaos","300-600k","sedang","Setiap bulan","Harga","Marketplace","Tak pernah","Tertarik","Ya","pastel","vintage"
"25-34","m","jaket","100-300k","murah","Setiap bulan","Harga","Marketplace","Tak pernah","Tertarik","Ya","pastel","vintage"
"25-34","m",\N,">600k","mahal","Setiap bulan","Harga","Marketplace","Tak pernah","Tertarik","Ya","pastel","vintage"
"25-34","m",\N,">600k","mahal","Setiap bulan","Harga","Marketplace","Tak pernah","Tertarik","Ya","pastel","vintage"
"25-34","m","kaos","300-600k","sedang","Setiap bulan","Harga","Marketplace","Tak pernah","Tertarik","Ya","pastel","vintage"
"25-34","m","kaos","<100k","murah","Setiap bulan","Harga","Marketplace","Tak pernah","Tertarik","Ya","pastel","vintage"
"25-34","f","kaos","100-300k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","minimalis"
"25-34","f","pakaian-wanita","300-600k","sedang","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","minimalis"
"25-34","f","kaos","<100k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","minimalis"
"25-34","f","pakaian-pria","<100k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","minimalis"
"25-34","f","pakaian-pria","100-300k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","minimalis"
"25-34","f","kaos","100-300k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","sporty"
"25-34","f","pakaian-wanita","300-600k","sedang","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","sporty"
"25-34","f","kaos","<100k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","sporty"
"25-34","f","pakaian-pria","<100k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","sporty"
"25-34","f","pakaian-pria","100-300k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","sporty"
"25-34","f","kaos","100-300k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","vintage"
"25-34","f","pakaian-wanita","300-600k","sedang","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","vintage"
"25-34","f","kaos","<100k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","vintage"
"25-34","f","pakaian-pria","<100k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","vintage"
"25-34","f","pakaian-pria","100-300k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","hitam","vintage"
"25-34","f","kaos","100-300k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","pastel","minimalis"
"25-34","f","pakaian-wanita","300-600k","sedang","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","pastel","minimalis"
"25-34","f","kaos","<100k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","pastel","minimalis"
"25-34","f","pakaian-pria","<100k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","pastel","minimalis"
"25-34","f","pakaian-pria","100-300k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","pastel","minimalis"
"25-34","f","kaos","100-300k","murah","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","pastel","sporty"
"25-34","f","pakaian-wanita","300-600k","sedang","Jarang","Kualitas","Marketplace","Selalu","Tertarik","Tidak","pastel","sporty"
